DATASET,SERIES_CODE,OBS_MEASURE,SCALE,DECIMALS_DISPLAYED,OVERLAP,COMMON_REFERENCE_PERIOD,IFS_FLAG,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
IMF.STA:CPI(4.0.0),MDV.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,111.2734146055937,123.3851871343036,128.0807708427872,130.7960854352657,132.0428424310551,132.7063701442715,136.4453367997627,136.2633550338733,136.563174927495,134.6925677145742,135.4241499768678,138.5837895618901,142.6407820849303,144.6374646098211
IMF.STA:CPI(4.0.0),PAK.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,111.9160927116277,122.7522025965545,132.1944936597873,141.6984634734812,145.2824826301755,150.7525412249884,156.9113458666168,164.8793938551034,182.3209326714942,200.0789790046249,219.0789001397022,262.6183339655961,343.4210792841398,386.8038565147803
IMF.STA:CPI(4.0.0),MMR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.0214601462073,106.5627374797976,112.5761141386278,118.1523458825855,129.3226717606075,138.2832137060848,144.6062641997009,154.5440819335781,168.1827006593676,,,,,
IMF.STA:CPI(4.0.0),DJI.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.0687139477799,108.9890477920798,111.9383267690886,113.4403879342333,112.4791057327006,115.5592471598703,116.2157532453975,116.3877186831658,120.2509223733716,122.3882716929774,123.8348004041937,130.2492058963133,132.1965203090309,134.9416522801276
IMF.STA:CPI(4.0.0),COG.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,101.759587042738,106.8579333882203,111.8071827391234,112.8270202675406,116.4026190736394,120.1165165687871,120.657117555654,122.048027425109,124.7404960757293,126.9800513548461,129.1585754055919,133.0894434758337,138.8146128024125,143.1059781450501
IMF.STA:CPI(4.0.0),TCD.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.0292405367826,109.6983945574559,109.9426616889851,111.7918677271776,116.6851393627306,115.7604790314922,113.9811251368346,118.8533873719441,117.6982047387633,122.9524225219406,122.0021916462596,129.0637112910263,143.0495155974489,155.7802177130415
IMF.STA:CPI(4.0.0),AGO.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,113.4824679218511,125.1460880778664,136.131179284704,146.0420563776038,159.7057105073752,208.7264441980452,271.0197658859882,324.2180676186002,379.5976070732742,464.1398371134648,583.6757794386613,708.3214355684797,804.9655331441319,1032.291783410658
IMF.STA:CPI(4.0.0),CPV.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.4738834216502,107.1279342385694,108.7418624797073,108.48221067765,108.6245263191356,107.0952924547837,107.9353642620106,109.2921071138423,110.5016065159521,111.1710206164353,113.2411950841226,122.2222741529692,126.7742901919053,128.1031002832531
IMF.STA:CPI(4.0.0),VNM.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,118.6777322770707,129.4711200242612,138.0067298742848,143.6436899232646,144.5503701942881,148.4073328012785,153.631652156685,159.0696412245834,163.5169479129183,168.7837214833385,171.8804226640626,177.3058410958517,183.0734100821373,189.7026680414021
IMF.STA:CPI(4.0.0),COM.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,101.8426630075621,108.2737669716957,103.6235458464853,,,,,,,,,,,
IMF.STA:CPI(4.0.0),CAF.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,101.1944757244985,106.7382085831205,114.1979214808854,131.2119091421671,133.0527730887144,139.6328085185494,145.4704699048578,147.8156820791274,151.7850853123759,154.3808479594233,160.95649049113,169.9429607188861,175.0057969342093,177.5912205869837
IMF.STA:CPI(4.0.0),BWA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,108.4598723340858,116.6343872838331,123.4978626846514,128.9345511637767,132.8825679872562,136.6231563506342,141.1430339563826,145.7132673993513,149.7536987588671,152.584581533137,163.6331969882762,182.7219380006646,191.981583240697,197.3922987199027
IMF.STA:CPI(4.0.0),CMR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.9396994630509,105.7554057429625,107.9237587223293,109.9256349079718,112.8675035687364,113.8541804307925,114.5833130197944,115.8080460572987,118.6485882900108,121.5407767451358,124.3020101491486,132.0679984136415,141.8183328824457,148.2435722448801
IMF.STA:CPI(4.0.0),DZA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.5242115050527,113.8179304607404,117.5218380679733,120.9498642002496,126.7366463578751,134.8448701950134,142.3842031857887,148.4639947148205,151.3616677677457,155.0172502385671,166.2188945166263,181.6199319777827,198.5508576182436,206.5844527637084
IMF.STA:CPI(4.0.0),BDI.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,109.5921660597967,129.4952489903405,139.7745275642124,145.9320879875763,154.0235682901459,162.5837201481344,188.6825292219081,183.3716857008591,182.1123399943436,195.4449782350601,211.8712265809119,251.7048788196027,319.5179074073942,384.1004404871683
IMF.STA:CPI(4.0.0),MYS.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.1744709215131,104.8908515247459,107.098816863856,110.4649225129144,112.7895350774871,115.1474754207632,119.6050658223629,120.6632227962006,121.4630894850857,120.0799866688885,123.0544909181803,127.212131311448,130.3782702882852,132.7695384102649
IMF.STA:CPI(4.0.0),KEN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,114.0224913014704,124.7152583244429,131.8458452004224,140.9144067848212,150.1896104602493,159.647425011301,172.4282385762158,180.5147892612135,189.9731106785122,200.2414652178382,212.4720858320779,228.7471558459308,246.2952567880222,257.3533930078504
IMF.STA:CPI(4.0.0),BEN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.7042390774728,109.6313139515998,110.1015104758811,109.4973201234367,109.7368848465162,108.8663310053597,108.9134318661686,109.9145322397272,110.7200401981486,114.0667983221437,116.0441914722402,117.611691618775,120.8327239392855,122.2355083644634
IMF.STA:CPI(4.0.0),GIN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,121.3169268542577,139.7889989348563,156.4065398240666,166.0263327631983,185.5843717393808,200.7515906553018,218.6473091063889,240.1351292537028,262.8759509501441,290.7450612316694,327.3710546871226,361.7222336724757,389.9545669052932,421.6311189947855
IMF.STA:CPI(4.0.0),GNB.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.046102263202,107.2841575859179,108.5792120704107,106.9404861693211,108.5196982397318,110.1508801341157,112.013657770165,112.4407935177424,112.7180728160647,114.0030694348272,116.5595754937446,127.5054047159153,136.5611054092534,141.7033933907995
IMF.STA:CPI(4.0.0),GNQ.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.805389221557,108.6377245508982,111.8413173652695,116.6616766467066,118.6176623111789,120.2924715298472,121.187874251497,122.4725555268024,124.346722780622,130.2739520958084,130.1474550898204,136.3772455089821,140.2769461077845,144.375
IMF.STA:CPI(4.0.0),ETH.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,133.2499598823344,164.6975069694227,176.9905650068699,189.1852494772722,207.2881959814942,221.0275340762014,244.6490008874137,278.4913844187401,322.5198479258708,388.1731068488021,492.3569138642357,659.2160797171358,858.4234517659455,1039.016397648818
IMF.STA:CPI(4.0.0),GMB.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.7958826618311,109.2542369510573,115.4807778321901,122.3495737550684,130.6796893605558,140.1262532323272,151.3842623002149,161.2559819643614,172.7304355848821,182.9755550869683,196.4614894993522,219.0803362210316,256.2674990517557,285.9016438166674
IMF.STA:CPI(4.0.0),GAB.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,101.2633170783742,103.9492438185395,104.4746459772307,109.3749848641482,109.0044276777287,111.3008317252772,114.2524472324063,119.678371953152,122.6279262864549,124.2867891792762,125.6376715691158,130.9537130129528,135.70604334892,137.298038062687
IMF.STA:CPI(4.0.0),GHA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,108.7284593709302,120.891195539437,134.9945948935081,155.9047393082643,182.6423545499143,214.5219103570241,241.0623928154685,259.8863889742269,278.4517370981098,305.9830666373665,336.4929095423985,441.6667803844021,609.9725885830686,749.3411270388707
IMF.STA:CPI(4.0.0),MOZ.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,111.1666056127874,114.059666020389,118.9201504605845,121.9642075355378,126.2948634328958,148.292955561846,170.704777480577,177.38161216446,182.3530920706718,188.7061564996636,200.7993462491509,221.4403178806332,237.2223135802336,246.8975877765955
IMF.STA:CPI(4.0.0),NER.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.9423851401332,103.410865455741,105.7864520690128,104.8023341826252,104.1985780280387,105.9219070814786,108.8838788920784,112.1151208672782,109.3236868275917,112.4920990977181,116.8093974034712,121.7460170878041,126.2518045087771,137.7047621764296
IMF.STA:CPI(4.0.0),LBY.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,115.5184815317561,122.5186750057539,125.7112887257346,128.7697707337206,142.1647800429159,178.919883449612,225.0876875577237,254.7321948585925,249.2244292561782,252.8307978888575,260.0828202155742,271.8133395371213,278.2639466121315,284.1802768526706
IMF.STA:CPI(4.0.0),LSO.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.0366305210156,111.3928556462486,116.8122506253269,123.0854067839663,127.0468430724191,135.4274943098359,141.4509021261574,148.1723703598973,155.8581950706831,163.6169668336237,173.5121052689249,187.8646863585434,199.7794732439372,211.9769015862962
IMF.STA:CPI(4.0.0),MWI.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,107.6228226284852,130.5155584317532,166.1245532905499,205.6490149022991,250.6189997328871,305.0311744998111,340.2421245477018,382.5008024181032,418.344325525805,454.4286768060302,496.8275272217105,600.9326168859014,773.9395718372714,1022.990620535918
IMF.STA:CPI(4.0.0),MDG.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,109.4825404858299,115.7382024307594,122.4816071357431,129.9289887103647,139.5491801629493,147.9720317801127,160.7110190981272,174.5228930537674,184.3145251258908,192.0590401653034,203.2219940087367,219.8061083797589,241.5104817386221,
IMF.STA:CPI(4.0.0),MAR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,100.9069249096918,102.205720544155,104.1278571977558,104.588425178695,106.2178156944124,107.9548074706018,108.7695027284605,110.7316139651065,111.0675582199678,111.8516603739144,113.4197746137883,120.9701766774268,128.3386413419415,129.603106265852
IMF.STA:CPI(4.0.0),LBR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,108.488167518494,115.8998480806479,124.6819351706353,136.9769615085435,147.5908910460878,160.6294373950933,180.5790230308356,223.1297880206277,283.2995825406376,331.3350782732686,357.2308823021369,384.3553691305987,423.1539433980487,457.9159314835075
IMF.STA:CPI(4.0.0),MUS.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,106.5224925486934,110.6259097525473,114.5457128994246,118.2314410480349,119.7525473071324,120.9233381853469,125.3575934012615,129.389161086851,129.9140349344978,133.2668573508005,138.6355511887433,153.5718005822415,164.4031926249393,170.2927190462115
IMF.STA:CPI(4.0.0),MLI.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.9556439522939,108.4361051476498,107.7781838743074,108.7307431420295,110.3080897860705,108.3229334793427,110.2292626717839,110.5594505782366,108.7260797508947,109.2023966815276,113.4892490572242,124.408590014187,126.9699169053265,131.0410785954534
IMF.STA:CPI(4.0.0),MRT.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.6863195957595,110.8675145505853,115.4453470205868,119.5256110713661,123.4158432647961,125.2321671351018,128.0552464734992,131.9831618312539,135.0188967977338,138.240035711831,143.1685208688208,156.8057037196305,164.5723691688031,168.6729258665538
IMF.STA:CPI(4.0.0),CIV.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.9124339505246,106.2810284007163,109.0243228174151,109.5134954132125,110.884056313105,111.6859459211782,112.4519786768579,112.8561412441888,111.6069778770277,114.3134544211354,118.9911059877657,125.2692757435335,130.7649855231845,135.2977878665177
IMF.STA:CPI(4.0.0),NAM.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.005595180812,112.0640689507579,118.3406934303053,124.6721213158197,128.9035122929694,137.5768912644022,146.0320915878631,152.2991917655097,157.968367961494,161.458493232361,167.2982940331393,177.472173637599,187.907421438975,195.872890747544
IMF.STA:CPI(4.0.0),STP.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,114.3271667616801,126.4892168414575,136.7422211532401,146.312124734434,153.9874808096312,162.3498012307718,171.5879857997616,185.0895516823238,199.3789190082717,218.9565888598766,236.7747733014666,279.4075750200665,338.8065906764124,387.431866451361
IMF.STA:CPI(4.0.0),SSD.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,146.8521757193597,213.7079472090176,213.5838021715171,217.1598337698989,331.7471091947402,1592.384749454438,4583.705461625803,8411.169629500854,15749.18875524817,20422.89337125728,22570.7110312611,21061.33514568068,21563.18555530778,41280.73969304955
IMF.STA:CPI(4.0.0),SLE.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,106.7913829195262,113.8265454834521,120.114470441718,125.6869551392458,134.0947030922917,148.692334190095,175.7863218421261,203.9640690002383,234.1609475608786,265.648268369591,297.1912345319164,378.0518826677971,558.166662231195,717.9907088856981
IMF.STA:CPI(4.0.0),SWZ.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,106.1074271459025,115.5930563908985,122.0908960766682,129.0273058063544,135.4157637525025,146.0422105734673,155.128044574078,162.5975555949443,166.821866435163,,,,,
IMF.STA:CPI(4.0.0),SEN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.4032282978697,104.869722570496,105.6145550419627,104.4630869962399,104.6043335561025,105.4801698902303,106.8705600706582,107.363218008605,109.2529303683523,112.0313928329951,114.4740388126717,125.5743791478069,133.0328417555222,134.1030953559227
IMF.STA:CPI(4.0.0),SDN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,118.0966171221351,160.0906610094164,218.5595243982426,299.2225073434683,349.8197484890558,411.9136417975145,545.1744030337383,890.2289521201369,1344.192762434829,3538.692056968496,16245.88896814157,38796.55729740483,,
IMF.STA:CPI(4.0.0),RWA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.0801706924026,113.6675538176801,120.4015251076509,123.2363676121232,126.3524026694799,135.4173574507727,146.6292872896952,146.1729620495412,151.0666523689885,165.9473204176325,165.2978909752858,194.5377813062062,233.0359264773376,237.1613437776644
IMF.STA:CPI(4.0.0),NGA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,110.8261371880017,124.3737916236132,134.9399899542045,145.799165386817,158.9348463938372,183.882551450038,214.2273396113527,240.1383645266164,267.505546743183,302.9393941350743,354.2962422544422,421.0711203449526,524.9053646572304,699.3949133214553
IMF.STA:CPI(4.0.0),SYC.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.5592677223095,109.8516117658713,114.6180056232961,116.2064215409452,120.9034201486727,119.6756677800571,123.0945571777847,127.6526481739833,129.9594515303161,131.5224279000418,144.3709845750855,148.162219077859,146.6282943135185,147.0853729049129
IMF.STA:CPI(4.0.0),TUN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.2400284200953,108.0012978088872,113.7429009417898,119.0041368284317,124.284792209994,128.7955836802466,135.6331459581343,145.544662556429,155.325373517033,164.0766398492271,173.4394275290466,187.8461063593883,205.3702620609976,220.1705094000044
IMF.STA:CPI(4.0.0),TGO.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.5635147290396,106.232534720517,108.1716978417555,108.3781706524916,111.1797505992947,112.6089090028948,111.503213533868,112.5376906481026,113.2969292954413,115.2221666046128,120.0456143015055,129.6103369939728,136.7250186642119,140.6389374064903
IMF.STA:CPI(4.0.0),BFA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.7597672485453,106.6832917705735,107.2527015793848,106.975893599335,107.7512965764915,108.2265244552146,109.8315226998982,111.9797647092931,108.3590229344125,110.4012661604491,114.4345198672324,,131.7591160142675,137.2808997284767
IMF.STA:CPI(4.0.0),FJI.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,107.2781178270849,110.9506503442999,114.1832440703902,114.7762050497323,116.354246365723,120.8492731446059,124.8947972456006,129.992348890589,132.2972456006121,128.8638102524865,129.0646518745217,134.6403978576894,137.7964804896709,144.0130068859984
IMF.STA:CPI(4.0.0),ZMB.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,106.4293968107234,113.4280872043757,121.34273168477,130.8158077189739,144.0420614744627,169.7819890609352,180.9490794237731,194.5104383329482,212.3087589553963,245.7114243894922,299.8189661813421,332.778676527232,369.0000770356674,424.2970495339341
IMF.STA:CPI(4.0.0),UGA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,116.5643496174515,131.3435874763952,137.7862646309738,142.0241659895599,149.9628710012847,158.5203148506103,166.7787747355883,171.1417273452274,176.0493670405627,181.8824510260037,185.8921807007657,199.2685895307928,209.9313482222138,216.9081660711184
IMF.STA:CPI(4.0.0),WSM.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.2354159147843,107.3917094081915,108.0468908927267,107.6073387575322,108.386921789764,109.8010662191568,111.7224715356735,116.4119763455187,117.5555221196926,115.7111788652735,119.3366469966381,132.4181896960704,142.9078910466624,146.0125011071747
IMF.STA:CPI(4.0.0),TON.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,106.2707530299569,107.4902508746001,108.3239767790698,111.0438578744784,109.8734574783371,112.7061656834906,121.178358977414,127.2761714470398,128.7774490612099,128.3270657769589,135.5653685595649,150.4387403513792,159.9933000244193,165.086920501068
IMF.STA:CPI(4.0.0),KIR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,101.4974097987597,98.40593782106699,96.94159932345507,98.98123623483138,99.54742448933843,101.456058112065,101.8167555913496,102.3910331383342,100.5346018428033,103.1014970846799,105.2188067166009,110.8437561534579,121.1334637791078,
IMF.STA:CPI(4.0.0),FSM.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.0825940389037,110.356167730641,112.289969066139,113.020173769947,112.6832427325036,111.514190075614,112.1634856126685,113.8441435457243,116.0343360456492,116.6778562433045,120.4013780781179,126.9135800956,,
IMF.STA:CPI(4.0.0),PNG.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.4408340102897,109.1795288383428,114.5951800704035,120.5794746818305,127.8093690766315,136.339019767127,143.7313836988898,150.0188975766948,155.9126493647649,163.5082053442145,170.8392431178119,179.8138372441051,183.9472177643396,185.0553230169209
IMF.STA:CPI(4.0.0),TUV.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,100.5005807431527,,,,,,,,,,,,,
IMF.STA:CPI(4.0.0),NRU.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,100.3003003003003,100.1751751751752,,,,,,,,,,,,
IMF.STA:CPI(4.0.0),ARM.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,107.6500080785929,110.4037168987588,116.7957253299818,120.2777664380184,124.7661612548623,123.0149339844037,124.2076292979815,127.3379519785898,129.1760073267483,130.7408916965933,140.1344107348764,152.2433005726061,155.2583554825849,155.6767953478586
IMF.STA:CPI(4.0.0),TZA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,112.6909694699162,130.7227572559866,141.0115842216963,149.6578707266248,158.0210062572077,166.1982240248887,175.0378356447202,181.154460150602,187.4301589333854,193.5971558867847,200.7426712352635,209.4755235397623,217.4339865765428,224.0808277911253
IMF.STA:CPI(4.0.0),ZWE.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.4661297281749,107.3205810441536,109.0752193297857,108.8594851143391,106.2131454048612,104.5735653674673,105.5084136344024,116.7122105565943,414.6843089313965,2725.312814612398,5411.002444987775,11076.60178773358,,
IMF.STA:CPI(4.0.0),RUS.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,108.4404648593257,113.9435397676078,121.6389563060174,131.1552728140789,151.5294641411757,162.2008472966527,168.1752388637462,173.0158221164031,180.7502636541624,186.8626218856231,199.372063343799,,,
IMF.STA:CPI(4.0.0),CZE.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,101.9172191363555,105.2678731410142,106.7819387206594,107.1492564056621,107.4807382189572,108.2153735889626,110.8672280953235,113.2503135638775,116.4755420175597,120.1576778355134,124.7715463178642,143.6122558681241,158.9231320551873,162.7934061996059
IMF.STA:CPI(4.0.0),UKR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,107.9557246627465,108.5696990660671,108.3102732618471,121.3853337945347,180.4998270494638,205.6122448979592,235.2992044275337,261.0688343133862,281.6585956416464,289.354894500173,316.4475959875475,380.3182289865097,429.1854029747492,457.0909719820129
IMF.STA:CPI(4.0.0),BLR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,153.2286983118173,243.9703289639403,288.6468124585656,340.9483285292545,387.0939451578945,432.9126326142871,459.0252180559682,481.3903138791417,508.3392943802091,536.5426882783543,587.3011498139565,676.6277475816031,710.4631881700579,751.565750724137
IMF.STA:CPI(4.0.0),GEO.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,108.5429333333333,107.5186583333333,106.9681,110.25075,114.664725,117.1127333333333,124.1808583333333,127.4284916666667,133.6124666666666,140.5636083333334,154.0112083333334,172.3357166666667,176.6230166666667,178.5830333333333
IMF.STA:CPI(4.0.0),TJK.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,112.4315490430406,118.9876193157086,124.948478366802,132.5758678300995,140.1519946752479,148.5675344708801,,,,,,,,
IMF.STA:CPI(4.0.0),ALB.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.428071301415,105.5293084311282,107.5740662635516,109.3230754033681,113.1507040532535,112.7350820442734,115.0580994078581,117.3915462738126,119.0480475709839,120.9776814420642,123.4474064890239,131.7494948221919,138.0204601358485,141.0769087785867
IMF.STA:CPI(4.0.0),VUT.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,100.8737931047811,102.2329702535595,103.7244815270714,104.5530989012448,107.1494333403211,108.0517055921987,111.384588808318,113.9809232473943,117.1296692692529,123.3719201546918,126.2628741045853,134.6963576017269,149.7587800922549,
IMF.STA:CPI(4.0.0),BGR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.2199034660187,107.2991516943552,108.2542145130411,106.7189707771329,106.6073072378942,105.7558880996874,107.9361474641377,110.9740586232575,114.4183931603526,116.3319732431316,120.1683043214848,138.5844081062607,151.670713970091,155.3813674570812
IMF.STA:CPI(4.0.0),UZB.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,113.7797446476602,128.8086865952766,144.0614813831876,157.4348434862547,171.2133551636934,185.1345190791653,210.8233083069656,247.7683636017147,283.7585418811719,320.2718241539951,355.0188822107617,395.656628724737,435.050539874052,476.938313750946
IMF.STA:CPI(4.0.0),CHN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.5538989225749,108.3189089823739,111.1580017651918,113.2940601998371,114.9221228194955,117.2205673696739,119.0880504286818,121.5588778661133,125.0831543820749,128.1094436056234,129.3662166374569,131.9193566685346,132.2291519024311,132.517581947783
IMF.STA:CPI(4.0.0),AZE.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,107.8583333333334,109.0083333333333,111.6416666666667,113.175,117.7333333333333,132.3833333333334,149.5083333333334,152.9,156.891564325,161.221472575,171.9431827583333,195.7611977916667,212.9596617666667,217.6706955396022
IMF.STA:CPI(4.0.0),KGZ.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,116.6363262731495,119.8653357431527,127.7929318114374,137.4211673231675,146.3581033693568,146.9271997258672,151.5925935913669,153.9311540973706,155.6761524135445,165.5233275068185,185.2289455554357,211.0182036747278,233.7095757242357,
IMF.STA:CPI(4.0.0),MDA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,107.6872510335618,112.5830734355477,117.7595068969085,123.7520356632241,135.7265800485254,144.3578526423131,153.8424955472437,158.5270825706377,166.1962796369206,172.4551837008355,181.2614546715741,233.3510984735225,264.6598397132058,277.0399260900568
IMF.STA:CPI(4.0.0),KAZ.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,108.452904661768,114.087774540991,120.8678269771882,129.1466080741217,137.7713877348364,157.5568665612974,169.2832935085176,179.7173443482625,189.3026785171879,392.468498071688,423.4337487806109,487.7514742136431,559.5731684187087,609.6813631496094
IMF.STA:CPI(4.0.0),NCL.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.4289969375338,104.2211687712377,105.5527121701553,105.7414943155595,106.344758149096,106.9597684272346,,,,,,,,
IMF.STA:CPI(4.0.0),POL.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.2394014962594,107.9507114566525,109.0215637377146,109.080240575033,108.126741968608,107.4079507114568,109.6376705295585,111.6253483937216,114.1117793750917,117.9624468241162,123.9254804166056,141.8072465894089,158.1560803872672,164.1511589669944
IMF.STA:CPI(4.0.0),HRV.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.2727272727273,105.7623478883321,108.1066571224051,107.8740157480314,107.3729420186113,106.1649964209019,107.3639942734431,108.9745884037223,109.8156764495347,109.9856836077309,112.7952755905512,124.9552612741589,134.8783106657123,138.8869005010737
IMF.STA:CPI(4.0.0),LTU.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.1302756264508,107.3478832022387,108.4723301336153,108.5848788641483,107.6248827673444,108.5994530682375,112.6424897511954,115.6815027878882,118.3820983212579,119.8025585486137,125.4135643417925,150.1263650760095,163.8138656197394,164.9863401590533
IMF.STA:CPI(4.0.0),SRB.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,111.1373976342129,119.2841977555354,128.4622383985441,131.1373976342129,132.9632999696694,134.4555656657568,138.6654534425235,141.3830755232029,143.9975735517136,146.2663026994237,152.2414316044889,170.4822565969063,191.5741583257507,200.5216863815591
IMF.STA:CPI(4.0.0),EST.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.9819013145361,109.1112592874834,112.1451705086683,112.0261002095637,111.4745665841112,111.6403124404648,115.4553248237759,119.4227471899409,122.1423128214898,121.5993522575729,127.257572871023,151.94333206325,165.8601638407315,171.6993713088208
IMF.STA:CPI(4.0.0),MNG.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,108.411214953271,123.9469050521468,136.9497494243533,153.7315454422323,162.5490992821347,163.7410266829203,170.7842340511988,182.4389735594541,195.7589698788955,203.1900591902374,218.1302431266272,251.1725165738538,277.1628015296478,296.0177683833916
IMF.STA:CPI(4.0.0),HUN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.9299209893507,109.8041909996564,111.7073170731706,111.4531088972862,111.3844039848849,111.8241154242528,114.450017176228,117.7121264170388,121.6420474063895,125.6887667468224,132.112676056338,151.4118859498454,177.3411198900721,183.9093095156303
IMF.STA:CPI(4.0.0),BIH.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.67125,105.7992833333333,105.7008416666667,104.7525,103.6672399710423,102.025047222661,102.8515861269501,104.3091043262597,104.896137350469,103.7933684463403,105.8501783209858,120.6912667846069,128.0605562051884,130.2275038833665
